file,brightness,method,blur,contrast,quality_status,quality_reason,angle,qr_found,qr_data,decode_method,qr_status,qr_reason,latency_ms,final_result,final_reason
curvedimage019.jpg,90.54,CLAHE,342.97,254.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,6474.0,REJECT,QR_NOT_DETECTED
curvedimage025.jpg,104.5,CLAHE,327.36,251.0,PASS,QUALITY_OK,0.25,True,"豁｣螳鈴刀隗る浹闌ｶ蜿ｶ 荵仙刀荵占幻 
http://detail.tmall.com/item.htm?id=13996190738",GRAY_PYZBAR,PASS,QR_DETECTED,573.3,PASS,QR_DETECTED
curvedimage028.jpg,63.04,RETINEX,320.47,255.0,PASS,QUALITY_OK,3.74,True,IPN:J68574-001 D/C:2017/10/13,GRAY_PYZBAR,PASS,QR_DETECTED,587.82,PASS,QR_DETECTED
curvedimage029.jpg,95.41,CLAHE,220.32,254.0,PASS,QUALITY_OK,18.04,True,IPN:J68574-001 D/C:2017/10/13,GRAY_UP3_PYZBAR,PASS,QR_DETECTED,2421.99,PASS,QR_DETECTED
curvedimage030.jpg,71.83,RETINEX,94.6,255.0,PASS,QUALITY_OK,83.11,True,IPN:J68574-001 D/C:2017/10/13,GRAY_PYZBAR,PASS,QR_DETECTED,632.76,PASS,QR_DETECTED
curvedimage031.jpg,65.99,RETINEX,133.08,255.0,PASS,QUALITY_OK,82.72,True,IPN:J68574-001 D/C:2017/10/13,GRAY_PYZBAR,PASS,QR_DETECTED,563.43,PASS,QR_DETECTED
curvedimage033.jpg,66.1,RETINEX,67.46,254.0,PASS,QUALITY_OK,82.66,True,IPN:J68574-001 D/C:2017/10/13,GRAY_UP2_PYZBAR,PASS,QR_DETECTED,1216.17,PASS,QR_DETECTED
curvedimage036.jpg,85.02,RETINEX,64.92,255.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,5875.76,REJECT,QR_NOT_DETECTED
curvedimage037.jpg,95.41,CLAHE,157.82,255.0,PASS,QUALITY_OK,,True,IPN:J68574-001 D/C:2017/10/13,GRAY_UP2_OPENCV_QR,PASS,QR_DETECTED,2030.59,PASS,QR_DETECTED
curvedimage039.jpg,98.1,CLAHE,527.38,255.0,PASS,QUALITY_OK,89.2,True,http://cokeurl.com/q/2017-00776,OTSU_PYZBAR,PASS,QR_DETECTED,854.83,PASS,QR_DETECTED
curvedimage040.jpg,84.34,RETINEX,383.34,255.0,PASS,QUALITY_OK,87.37,True,http://cokeurl.com/q/2017-00776,GRAY_PYZBAR,PASS,QR_DETECTED,588.43,PASS,QR_DETECTED
curvedimage041.jpg,97.29,CLAHE,636.64,255.0,PASS,QUALITY_OK,87.03,True,http://cokeurl.com/q/2017-00776,GRAY_PYZBAR,PASS,QR_DETECTED,599.67,PASS,QR_DETECTED
curvedimage042.jpg,81.58,RETINEX,235.93,255.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,10630.56,REJECT,QR_NOT_DETECTED
curvedimage046.jpg,123.06,CLAHE,1386.95,255.0,PASS,QUALITY_OK,87.36,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,GRAY_PYZBAR,PASS,QR_DETECTED,291.42,PASS,QR_DETECTED
curvedimage048.jpg,122.8,CLAHE,514.53,255.0,PASS,QUALITY_OK,87.66,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,GRAY_PYZBAR,PASS,QR_DETECTED,598.95,PASS,QR_DETECTED
curvedimage049.jpg,116.38,CLAHE,489.83,255.0,PASS,QUALITY_OK,13.34,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,GRAY_PYZBAR,PASS,QR_DETECTED,472.82,PASS,QR_DETECTED
damagedimage001.jpg,122.02,CLAHE,1137.25,247.0,PASS,QUALITY_OK,90.0,True,HTTPS://NUTS.COM/QR/retail_piece/43597561?sku=4022-01,GRAY_PYZBAR,PASS,QR_DETECTED,588.04,PASS,QR_DETECTED
damagedimage002.jpg,70.37,RETINEX,547.29,255.0,PASS,QUALITY_OK,89.4,True,are,GRAY_PYZBAR,PASS,QR_DETECTED,384.88,PASS,QR_DETECTED
damagedimage003.jpg,60.13,RETINEX,245.23,255.0,PASS,QUALITY_OK,87.89,True,are,GRAY_PYZBAR,PASS,QR_DETECTED,379.19,PASS,QR_DETECTED
damagedimage006.jpg,195.76,CLAHE,120.66,239.0,PASS,QUALITY_OK,37.24,True,amzn.to/socialqr,OTSU_PYZBAR,PASS,QR_DETECTED,812.68,PASS,QR_DETECTED
damagedimage008.jpg,170.92,CLAHE,269.79,240.0,PASS,QUALITY_OK,,True,amzn.to/socialqr,ENHANCED_OPENCV_QR,PASS,QR_DETECTED,925.72,PASS,QR_DETECTED
damagedimage014.jpg,148.79,CLAHE,228.83,242.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,15302.9,REJECT,QR_NOT_DETECTED
damagedimage020.jpg,189.81,CLAHE,129.9,250.0,PASS,QUALITY_OK,86.92,True,"{""lastNode"":""OAK5"",""cids"":{""pkey"":""180418125845231163456370201AZ""}}",OTSU_PYZBAR,PASS,QR_DETECTED,938.81,PASS,QR_DETECTED
damagedimage032.jpg,79.96,RETINEX,4301.35,255.0,PASS,QUALITY_OK,,True,169889,CLAHE_UP3_PYZBAR,PASS,QR_DETECTED,18688.18,PASS,QR_DETECTED
damagedimage036.jpg,170.1,CLAHE,710.47,255.0,PASS,QUALITY_OK,16.24,True,"{""sortInfo"":{""KCVG"":""OAK5D6""},""lastNode"":""OAK5"",""cids"":{""pkey"":""180602164519461309359670201AZ""}}",GRAY_PYZBAR,PASS,QR_DETECTED,249.7,PASS,QR_DETECTED
glareimage002.jpg,157.77,CLAHE,477.93,255.0,PASS,QUALITY_OK,,True,http://albtsn.com/ugtezn8,OTSU_UP3_OPENCV_QR,PASS,QR_DETECTED,3041.12,PASS,QR_DETECTED
glareimage004.jpg,120.0,CLAHE,409.28,255.0,PASS,QUALITY_OK,76.5,True,http://albtsn.com/ugtezn8,ENHANCED_PYZBAR,PASS,QR_DETECTED,603.35,PASS,QR_DETECTED
glareimage005.jpg,119.99,CLAHE,1027.0,255.0,PASS,QUALITY_OK,75.74,True,http://albtsn.com/ugtezn8,ADAPTIVE_31_PYZBAR,PASS,QR_DETECTED,1067.12,PASS,QR_DETECTED
glareimage007.jpg,129.85,CLAHE,354.5,251.0,PASS,QUALITY_OK,30.64,True,http://www.boschautoparts.com/qr/icon.aspx,GRAY_PYZBAR,PASS,QR_DETECTED,546.77,PASS,QR_DETECTED
glareimage008.jpg,108.77,CLAHE,1181.24,254.0,PASS,QUALITY_OK,,True,http://www.boschautoparts.com/qr/icon.aspx,DENOISED_OPENCV_QR,PASS,QR_DETECTED,1803.78,PASS,QR_DETECTED
glareimage012.jpg,124.61,CLAHE,812.9,254.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,12509.67,REJECT,QR_NOT_DETECTED
glareimage015.jpg,99.27,CLAHE,1009.3,255.0,PASS,QUALITY_OK,0.5,True,"豁｣螳鈴刀隗る浹闌ｶ蜿ｶ 荵仙刀荵占幻 
http://detail.tmall.com/item.htm?id=13996190738",GRAY_PYZBAR,PASS,QR_DETECTED,633.68,PASS,QR_DETECTED
glareimage017.jpg,156.76,CLAHE,170.78,245.0,PASS,QUALITY_OK,89.67,True,http://uqr.me/acgovdehvehicles,GRAY_PYZBAR,PASS,QR_DETECTED,578.74,PASS,QR_DETECTED
glareimage018.jpg,166.3,CLAHE,506.65,249.0,PASS,QUALITY_OK,87.82,True,http://uqr.me/acgovdehvehicles,DENOISED_PYZBAR,PASS,QR_DETECTED,1620.98,PASS,QR_DETECTED
glareimage023.jpg,102.01,CLAHE,1464.07,255.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,11153.77,REJECT,QR_NOT_DETECTED
glareimage026.jpg,156.89,CLAHE,171.99,246.0,PASS,QUALITY_OK,89.47,True,http://uqr.me/acgovdehvehicles,GRAY_PYZBAR,PASS,QR_DETECTED,454.33,PASS,QR_DETECTED
glareimage027.jpg,166.43,CLAHE,576.27,251.0,PASS,QUALITY_OK,88.09,True,http://uqr.me/acgovdehvehicles,GRAY_PYZBAR,PASS,QR_DETECTED,483.85,PASS,QR_DETECTED
glareimage030.jpg,143.35,CLAHE,827.24,255.0,PASS,QUALITY_OK,87.32,True,https://goo.gl/forms/ofwmcoJn1qN6HPb72,GRAY_PYZBAR,PASS,QR_DETECTED,302.92,PASS,QR_DETECTED
glareimage033.jpg,85.4,RETINEX,690.62,255.0,PASS,QUALITY_OK,69.58,True,http://cokeurl.com/q/2017-00776,DENOISED_PYZBAR,PASS,QR_DETECTED,657.52,PASS,QR_DETECTED
glareimage035.jpg,109.58,CLAHE,323.27,254.0,PASS,QUALITY_OK,,True,http://bit.ly/l5qo2F?r=qr,GRAY_OPENCV_QR,PASS,QR_DETECTED,620.42,PASS,QR_DETECTED
glareimage037.jpg,152.72,CLAHE,631.36,255.0,PASS,QUALITY_OK,28.08,True,65729741957,DENOISED_PYZBAR,PASS,QR_DETECTED,1371.29,PASS,QR_DETECTED
glareimage038.jpg,145.04,CLAHE,462.97,255.0,PASS,QUALITY_OK,,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,SHARPENED_OPENCV_QR,PASS,QR_DETECTED,1048.07,PASS,QR_DETECTED
glareimage042.jpg,135.08,CLAHE,319.98,254.0,PASS,QUALITY_OK,4.04,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,GRAY_PYZBAR,PASS,QR_DETECTED,557.94,PASS,QR_DETECTED
glareimage046.jpg,144.73,CLAHE,4700.88,255.0,PASS,QUALITY_OK,10.04,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,ADAPTIVE_31_PYZBAR,PASS,QR_DETECTED,501.44,PASS,QR_DETECTED
glareimage050.jpg,119.06,CLAHE,1720.25,255.0,PASS,QUALITY_OK,26.9,True,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10,ADAPTIVE_51_PYZBAR,PASS,QR_DETECTED,1010.89,PASS,QR_DETECTED
lotsimage001.jpg,170.62,CLAHE,5928.56,251.0,PASS,QUALITY_OK,88.98,True,Enough,GRAY_PYZBAR,PASS,QR_DETECTED,714.48,PASS,QR_DETECTED
lotsimage002.jpg,165.03,CLAHE,5624.87,251.0,PASS,QUALITY_OK,10.89,True,Enough,OTSU_PYZBAR,PASS,QR_DETECTED,1428.22,PASS,QR_DETECTED
lotsimage004.jpg,171.97,CLAHE,4778.75,251.0,PASS,QUALITY_OK,86.19,True,Enough,GRAY_PYZBAR,PASS,QR_DETECTED,742.92,PASS,QR_DETECTED
lotsimage005.jpg,156.28,CLAHE,8710.16,253.0,PASS,QUALITY_OK,90.0,True,Test 02,GRAY_PYZBAR,PASS,QR_DETECTED,932.2,PASS,QR_DETECTED
lotsimage006.jpg,159.18,CLAHE,8170.81,252.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,22970.62,REJECT,QR_NOT_DETECTED
lotsimage007.jpg,168.88,CLAHE,7348.94,252.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,20881.02,REJECT,QR_NOT_DETECTED
monitorimage003.jpg,139.96,CLAHE,10780.84,254.0,PASS,QUALITY_OK,,True,This is a computer generated QR Code,GRAY_OPENCV_QR,PASS,QR_DETECTED,943.46,PASS,QR_DETECTED
monitorimage004.jpg,129.89,CLAHE,6444.31,254.0,PASS,QUALITY_OK,,True,This is a computer generated QR Code,GRAY_OPENCV_QR,PASS,QR_DETECTED,873.0,PASS,QR_DETECTED
monitorimage005.jpg,130.9,CLAHE,11027.61,255.0,PASS,QUALITY_OK,,True,This is a computer generated QR Code,DENOISED_OPENCV_QR,PASS,QR_DETECTED,3128.81,PASS,QR_DETECTED
monitorimage010.jpg,135.69,CLAHE,4051.03,251.0,PASS,QUALITY_OK,,True,This is a computer generated QR Code,GRAY_OPENCV_QR,PASS,QR_DETECTED,896.87,PASS,QR_DETECTED
monitorimage013.jpg,138.73,CLAHE,21629.37,255.0,PASS,QUALITY_OK,,True,This is a computer generated QR Code,GRAY_OPENCV_QR,PASS,QR_DETECTED,954.95,PASS,QR_DETECTED
monitorimage017.jpg,127.97,CLAHE,19147.4,255.0,PASS,QUALITY_OK,-0.87,True,This is a computer generated QR Code,DENOISED_OTSU_PYZBAR,PASS,QR_DETECTED,3696.55,PASS,QR_DETECTED
nominalimage001.jpg,126.09,CLAHE,3117.5,249.0,PASS,QUALITY_OK,89.1,True,https://www.facebook.com/Lethmik/,OTSU_PYZBAR,PASS,QR_DETECTED,298.64,PASS,QR_DETECTED
nominalimage002.jpg,125.42,CLAHE,4327.34,250.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,2523.25,REJECT,QR_NOT_DETECTED
nominalimage003.jpg,118.06,CLAHE,1297.94,247.0,PASS,QUALITY_OK,40.99,True,https://www.instagram.com/lethmik/,ADAPTIVE_11_PYZBAR,PASS,QR_DETECTED,491.17,PASS,QR_DETECTED
nominalimage010.jpg,139.18,CLAHE,311.51,247.0,PASS,QUALITY_OK,76.71,True,http://www.facebook.com/LangersJuice,GRAY_PYZBAR,PASS,QR_DETECTED,280.32,PASS,QR_DETECTED
nominalimage011.jpg,137.51,CLAHE,531.22,243.0,PASS,QUALITY_OK,65.11,True,http://www.facebook.com/LangersJuice,GRAY_PYZBAR,PASS,QR_DETECTED,281.26,PASS,QR_DETECTED
nominalimage012.jpg,119.71,CLAHE,345.35,231.0,PASS,QUALITY_OK,18.91,True,http://www.lonelyplanet.com/,GRAY_PYZBAR,PASS,QR_DETECTED,308.04,PASS,QR_DETECTED
nominalimage016.jpg,114.66,CLAHE,450.04,241.0,PASS,QUALITY_OK,6.0,True,http://www.lonelyplanet.com/,GRAY_PYZBAR,PASS,QR_DETECTED,282.44,PASS,QR_DETECTED
nominalimage018.jpg,104.62,CLAHE,1603.88,242.0,PASS,QUALITY_OK,30.8,True,http://www.lonelyplanet.com/,SHARPENED_PYZBAR,PASS,QR_DETECTED,733.34,PASS,QR_DETECTED
nominalimage019.jpg,112.65,CLAHE,1845.93,243.0,PASS,QUALITY_OK,,True,http://www.lonelyplanet.com/,GRAY_OPENCV_QR,PASS,QR_DETECTED,346.4,PASS,QR_DETECTED
nominalimage020.jpg,107.46,CLAHE,214.64,242.0,PASS,QUALITY_OK,69.34,True,http://www.teagoetz.com/,GRAY_PYZBAR,PASS,QR_DETECTED,331.62,PASS,QR_DETECTED
nominalimage021.jpg,130.85,CLAHE,1575.55,249.0,PASS,QUALITY_OK,66.53,True,http://www.teagoetz.com/,GRAY_PYZBAR,PASS,QR_DETECTED,370.9,PASS,QR_DETECTED
nominalimage022.jpg,133.83,CLAHE,1020.17,246.0,PASS,QUALITY_OK,61.35,True,http://www.teagoetz.com/,GRAY_PYZBAR,PASS,QR_DETECTED,356.99,PASS,QR_DETECTED
nominalimage026.jpg,110.84,CLAHE,259.26,255.0,PASS,QUALITY_OK,-1.1,True,0555506635839349055557,GRAY_PYZBAR,PASS,QR_DETECTED,657.92,PASS,QR_DETECTED
nominalimage027.jpg,110.84,CLAHE,102.79,254.0,PASS,QUALITY_OK,-1.1,True,0555506635839349055557,GRAY_PYZBAR,PASS,QR_DETECTED,538.72,PASS,QR_DETECTED
nominalimage028.jpg,135.61,CLAHE,152.78,237.0,PASS,QUALITY_OK,89.29,True,0555506635839349055557,GRAY_PYZBAR,PASS,QR_DETECTED,642.0,PASS,QR_DETECTED
nominalimage032.jpg,180.27,CLAHE,372.45,254.0,PASS,QUALITY_OK,83.25,True,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE,GRAY_PYZBAR,PASS,QR_DETECTED,558.97,PASS,QR_DETECTED
nominalimage034.jpg,177.12,CLAHE,413.91,250.0,PASS,QUALITY_OK,87.36,True,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE,GRAY_PYZBAR,PASS,QR_DETECTED,556.68,PASS,QR_DETECTED
nominalimage035.jpg,170.4,CLAHE,200.81,253.0,PASS,QUALITY_OK,80.33,True,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE,GRAY_PYZBAR,PASS,QR_DETECTED,572.49,PASS,QR_DETECTED
nominalimage036.jpg,180.31,CLAHE,519.29,254.0,PASS,QUALITY_OK,83.36,True,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE,GRAY_PYZBAR,PASS,QR_DETECTED,351.24,PASS,QR_DETECTED
nominalimage039.jpg,170.44,CLAHE,261.46,251.0,PASS,QUALITY_OK,80.33,True,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE,GRAY_PYZBAR,PASS,QR_DETECTED,334.07,PASS,QR_DETECTED
nominalimage040.jpg,107.68,CLAHE,4743.71,250.0,PASS,QUALITY_OK,85.86,True,https://www.instagram.com/lethmik/,GRAY_PYZBAR,PASS,QR_DETECTED,258.6,PASS,QR_DETECTED
nominalimage043.jpg,100.03,CLAHE,444.45,254.0,PASS,QUALITY_OK,,False,,FAILED_ALL,NO_QR,QR_NOT_DETECTED,9487.05,REJECT,QR_NOT_DETECTED
